po_id,supplier_id,material_id,quantity,unit_cost,total_cost,order_date,expected_delivery,actual_delivery,status
PO-0899,SUP-007,MAT-020,185,22.33,4131.05,2024-07-15,2024-07-23,2024-07-23,delivered
PO-0048,SUP-001,MAT-002,42,747.47,31393.74,2024-07-15,2024-07-29,2024-07-29,delivered
PO-0635,SUP-004,MAT-012,57,174.66,9955.62,2024-07-15,2024-07-22,2024-07-22,delivered
PO-0735,SUP-005,MAT-014,2011,4.59,9230.49,2024-07-15,2024-07-22,2024-07-23,delivered
PO-0421,SUP-003,MAT-010,333,18.39,6123.87,2024-07-15,2024-07-25,2024-07-26,delivered
PO-0310,SUP-002,MAT-007,102,65.9,6721.8,2024-07-15,2024-08-05,2024-08-05,delivered
PO-0633,SUP-004,MAT-012,63,182.41,11491.83,2024-07-16,2024-07-23,2024-07-24,delivered
PO-0634,SUP-004,MAT-012,58,186.28,10804.24,2024-07-16,2024-07-23,2024-07-24,delivered
PO-0808,SUP-005,MAT-014,1578,4.49,7085.22,2024-07-16,2024-07-22,2024-07-23,delivered
PO-0909,SUP-007,MAT-020,207,21.87,4527.09,2024-07-16,2024-07-24,2024-07-25,delivered
PO-0420,SUP-003,MAT-010,275,17.17,4721.75,2024-07-16,2024-07-26,2024-07-29,delivered
PO-0306,SUP-002,MAT-006,117,75.04,8779.68,2024-07-17,2024-08-07,2024-08-07,delivered
PO-0801,SUP-005,MAT-014,1584,4.69,7428.96,2024-07-17,2024-07-22,2024-07-23,delivered
PO-1021,SUP-008,MAT-023,645,6.77,4366.65,2024-07-17,2024-07-22,2024-07-23,delivered
PO-0528,SUP-004,MAT-013,63,64.1,4038.3,2024-07-17,2024-07-24,2024-07-24,delivered
PO-0820,SUP-006,MAT-018,89,56.22,5003.58,2024-07-18,2024-08-05,2024-08-06,delivered
PO-0797,SUP-005,MAT-015,546,11.98,6541.08,2024-07-19,2024-07-24,2024-07-24,delivered
PO-0257,SUP-002,MAT-007,107,64.26,6875.82,2024-07-22,2024-08-12,2024-08-12,delivered
PO-0760,SUP-005,MAT-014,933,4.39,4095.87,2024-07-22,2024-07-29,2024-07-30,delivered
PO-0562,SUP-004,MAT-012,50,182.2,9110.0,2024-07-22,2024-07-29,2024-08-05,delivered
PO-0847,SUP-006,MAT-018,64,56.9,3641.6,2024-07-22,2024-08-09,2024-08-12,delivered
PO-0830,SUP-006,MAT-018,83,54.73,4542.59,2024-07-22,2024-08-09,2024-08-09,delivered
PO-0172,SUP-001,MAT-004,245,44.21,10831.45,2024-07-22,2024-08-05,2024-08-05,delivered
PO-0064,SUP-001,MAT-001,47,843.61,39649.67,2024-07-22,2024-08-05,2024-08-06,delivered
PO-1048,SUP-008,MAT-023,800,6.18,4944.0,2024-07-22,2024-07-26,2024-07-29,delivered
PO-0435,SUP-003,MAT-008,184,31.83,5856.72,2024-07-22,2024-08-01,2024-08-01,delivered
PO-0680,SUP-005,MAT-017,764,3.28,2505.92,2024-07-22,2024-07-29,2024-07-29,delivered
PO-0316,SUP-002,MAT-007,91,65.84,5991.44,2024-07-22,2024-08-12,2024-08-13,delivered
PO-0759,SUP-005,MAT-016,140,7.82,1094.8,2024-07-23,2024-07-29,2024-07-30,delivered
PO-0033,SUP-001,MAT-004,192,45.03,8645.76,2024-07-23,2024-08-06,2024-08-09,delivered
PO-1102,SUP-008,MAT-024,189,15.63,2954.07,2024-07-23,2024-07-29,2024-07-29,delivered
PO-1105,SUP-008,MAT-024,117,14.4,1684.8,2024-07-24,2024-07-29,2024-07-30,delivered
PO-0001,SUP-001,MAT-002,38,714.12,27136.56,2024-07-25,2024-08-08,2024-08-09,delivered
PO-0515,SUP-004,MAT-011,49,119.39,5850.11,2024-07-25,2024-08-01,2024-08-08,delivered
PO-0003,SUP-001,MAT-001,40,822.75,32910.0,2024-07-26,2024-08-09,2024-08-16,delivered
PO-0701,SUP-005,MAT-014,1017,4.53,4607.01,2024-07-29,2024-08-05,2024-08-05,delivered
PO-0771,SUP-005,MAT-017,948,3.2,3033.6,2024-07-29,2024-08-05,2024-08-05,delivered
PO-1145,SUP-008,MAT-024,153,15.56,2380.68,2024-07-29,2024-08-02,2024-08-02,delivered
PO-0608,SUP-004,MAT-011,58,119.68,6941.44,2024-07-29,2024-08-05,2024-08-05,delivered
PO-1044,SUP-008,MAT-023,549,6.22,3414.78,2024-07-29,2024-08-02,2024-08-02,delivered
PO-0916,SUP-007,MAT-021,197,26.86,5291.42,2024-07-29,2024-08-06,2024-08-06,delivered
PO-1038,SUP-008,MAT-025,1598,1.92,3068.16,2024-07-30,2024-08-05,2024-08-05,delivered
PO-0924,SUP-007,MAT-020,155,23.04,3571.2,2024-07-30,2024-08-07,2024-08-07,delivered
PO-0592,SUP-004,MAT-013,57,62.86,3583.02,2024-07-30,2024-08-06,2024-08-07,delivered
PO-0413,SUP-003,MAT-009,175,27.73,4852.75,2024-07-30,2024-08-09,2024-08-09,delivered
PO-0464,SUP-003,MAT-009,207,28.64,5928.48,2024-07-30,2024-08-09,2024-08-09,delivered
PO-1183,SUP-008,MAT-024,203,15.1,3065.3,2024-07-31,2024-08-05,2024-08-05,delivered
PO-0412,SUP-003,MAT-010,224,17.21,3855.04,2024-08-02,2024-08-12,2024-08-12,delivered
PO-0761,SUP-005,MAT-014,2098,4.48,9399.04,2024-08-05,2024-08-12,2024-08-13,delivered
PO-0288,SUP-002,MAT-007,124,63.74,7903.76,2024-08-05,2024-08-26,2024-08-27,delivered
PO-0672,SUP-004,MAT-011,55,119.36,6564.8,2024-08-05,2024-08-12,2024-08-12,delivered
PO-0447,SUP-003,MAT-009,165,28.23,4657.95,2024-08-05,2024-08-15,2024-08-16,delivered
PO-0606,SUP-004,MAT-011,56,124.7,6983.2,2024-08-06,2024-08-13,2024-08-13,delivered
PO-0379,SUP-003,MAT-009,204,28.57,5828.28,2024-08-08,2024-08-19,2024-08-26,delivered
PO-0757,SUP-005,MAT-017,1195,3.09,3692.55,2024-08-08,2024-08-13,2024-08-13,delivered
PO-0658,SUP-004,MAT-013,71,61.91,4395.61,2024-08-08,2024-08-15,2024-08-16,delivered
PO-0554,SUP-004,MAT-011,71,124.13,8813.23,2024-08-08,2024-08-15,2024-08-15,delivered
PO-0113,SUP-001,MAT-004,319,45.26,14437.94,2024-08-09,2024-08-23,2024-08-26,delivered
PO-0549,SUP-004,MAT-013,94,63.13,5934.22,2024-08-09,2024-08-16,2024-08-19,delivered
PO-0086,SUP-001,MAT-004,225,44.8,10080.0,2024-08-09,2024-08-23,2024-08-23,delivered
PO-0593,SUP-004,MAT-013,72,62.47,4497.84,2024-08-12,2024-08-19,2024-08-20,delivered
PO-1130,SUP-008,MAT-025,1169,2.04,2384.76,2024-08-12,2024-08-16,2024-08-19,delivered
PO-1133,SUP-008,MAT-024,181,14.93,2702.33,2024-08-13,2024-08-19,2024-08-20,delivered
PO-0935,SUP-007,MAT-022,112,18.51,2073.12,2024-08-14,2024-08-22,2024-08-22,delivered
PO-0670,SUP-004,MAT-011,72,118.27,8515.44,2024-08-14,2024-08-21,2024-08-21,delivered
PO-1174,SUP-008,MAT-024,119,14.99,1783.81,2024-08-15,2024-08-19,2024-08-20,delivered
PO-0254,SUP-002,MAT-007,137,64.45,8829.65,2024-08-15,2024-09-05,2024-09-05,delivered
PO-0985,SUP-007,MAT-022,89,18.65,1659.85,2024-08-15,2024-08-23,2024-08-26,delivered
PO-0050,SUP-001,MAT-003,32,464.81,14873.92,2024-08-16,2024-08-30,2024-08-30,delivered
PO-0535,SUP-004,MAT-012,66,178.97,11812.02,2024-08-16,2024-08-23,2024-08-23,delivered
PO-0173,SUP-001,MAT-001,48,887.97,42622.56,2024-08-19,2024-09-02,2024-09-03,delivered
PO-0877,SUP-006,MAT-019,31,41.02,1271.62,2024-08-19,2024-09-06,2024-09-11,delivered
PO-0594,SUP-004,MAT-011,108,123.46,13333.68,2024-08-19,2024-08-26,2024-08-27,delivered
PO-0849,SUP-006,MAT-018,71,53.33,3786.43,2024-08-19,2024-09-06,2024-09-06,delivered
PO-0036,SUP-001,MAT-004,234,44.73,10466.82,2024-08-19,2024-09-02,2024-09-02,delivered
PO-0156,SUP-001,MAT-001,37,833.28,30831.36,2024-08-19,2024-09-02,2024-09-03,delivered
PO-0963,SUP-007,MAT-020,185,22.61,4182.85,2024-08-19,2024-08-27,2024-08-27,delivered
PO-1002,SUP-007,MAT-022,119,18.26,2172.94,2024-08-21,2024-08-29,2024-08-29,delivered
PO-1085,SUP-008,MAT-023,590,6.4,3776.0,2024-08-22,2024-08-26,2024-08-27,delivered
PO-0160,SUP-001,MAT-003,25,459.69,11492.25,2024-08-22,2024-09-05,2024-09-06,delivered
PO-0891,SUP-007,MAT-021,164,26.96,4421.44,2024-08-23,2024-09-02,2024-09-02,delivered
PO-0422,SUP-003,MAT-009,102,28.72,2929.44,2024-08-23,2024-09-02,2024-09-03,delivered
PO-0014,SUP-001,MAT-001,52,869.19,45197.88,2024-08-23,2024-09-06,2024-09-09,delivered
PO-0557,SUP-004,MAT-013,91,66.08,6013.28,2024-08-26,2024-09-02,2024-09-02,delivered
PO-0388,SUP-003,MAT-009,172,28.94,4977.68,2024-08-26,2024-09-05,2024-09-06,delivered
PO-0251,SUP-002,MAT-006,94,74.48,7001.12,2024-08-26,2024-09-16,2024-09-17,delivered
PO-0237,SUP-002,MAT-006,54,79.8,4309.2,2024-08-26,2024-09-16,2024-09-16,delivered
PO-0249,SUP-002,MAT-007,105,62.61,6574.05,2024-08-26,2024-09-16,2024-09-17,delivered
PO-0815,SUP-005,MAT-016,168,7.72,1296.96,2024-08-26,2024-09-02,2024-09-02,delivered
PO-0325,SUP-002,MAT-005,167,97.12,16219.04,2024-08-26,2024-09-16,2024-09-16,delivered
PO-1162,SUP-008,MAT-025,1093,1.95,2131.35,2024-08-26,2024-08-30,2024-09-02,delivered
PO-0168,SUP-001,MAT-001,53,869.68,46093.04,2024-08-26,2024-09-09,2024-09-09,delivered
PO-0170,SUP-001,MAT-002,47,723.42,34000.74,2024-08-27,2024-09-10,2024-09-11,delivered
PO-0128,SUP-001,MAT-001,46,886.48,40778.08,2024-08-27,2024-09-10,2024-09-11,delivered
PO-1070,SUP-008,MAT-025,785,2.03,1593.55,2024-08-27,2024-09-02,2024-09-03,delivered
PO-0817,SUP-006,MAT-019,32,41.0,1312.0,2024-08-30,2024-09-17,2024-09-18,delivered
PO-0228,SUP-002,MAT-007,130,63.52,8257.6,2024-08-30,2024-09-20,2024-09-23,delivered
PO-0960,SUP-007,MAT-021,140,26.65,3731.0,2024-08-30,2024-09-09,2024-09-10,delivered
PO-0525,SUP-004,MAT-013,109,67.64,7372.76,2024-09-02,2024-09-09,2024-09-09,delivered
PO-0255,SUP-002,MAT-005,163,97.73,15929.99,2024-09-02,2024-09-23,2024-09-23,delivered
PO-1170,SUP-008,MAT-024,201,14.39,2892.39,2024-09-02,2024-09-06,2024-09-06,delivered
PO-0690,SUP-005,MAT-015,448,11.74,5259.52,2024-09-03,2024-09-09,2024-09-10,delivered
PO-0907,SUP-007,MAT-020,184,21.35,3928.4,2024-09-04,2024-09-12,2024-09-12,delivered
PO-0313,SUP-002,MAT-007,129,66.36,8560.44,2024-09-04,2024-09-25,2024-09-26,delivered
PO-0444,SUP-003,MAT-008,116,32.8,3804.8,2024-09-05,2024-09-16,2024-09-16,delivered
PO-0583,SUP-004,MAT-013,80,63.7,5096.0,2024-09-05,2024-09-12,2024-09-12,delivered
PO-0416,SUP-003,MAT-008,234,32.78,7670.52,2024-09-06,2024-09-16,2024-09-17,delivered
PO-1108,SUP-008,MAT-024,154,15.16,2334.64,2024-09-06,2024-09-10,2024-09-11,delivered
PO-1197,SUP-008,MAT-025,1533,2.06,3157.98,2024-09-06,2024-09-10,2024-09-11,delivered
PO-0805,SUP-005,MAT-017,806,3.29,2651.74,2024-09-06,2024-09-11,2024-09-12,delivered
PO-0087,SUP-001,MAT-002,65,744.35,48382.75,2024-09-06,2024-09-20,2024-09-23,delivered
PO-0998,SUP-007,MAT-022,94,17.33,1629.02,2024-09-09,2024-09-17,2024-09-18,delivered
PO-0553,SUP-004,MAT-011,42,118.42,4973.64,2024-09-09,2024-09-16,2024-09-16,delivered
PO-0394,SUP-003,MAT-010,304,18.14,5514.56,2024-09-09,2024-09-19,2024-09-20,delivered
PO-0069,SUP-001,MAT-002,55,738.78,40632.9,2024-09-09,2024-09-23,2024-09-24,delivered
PO-0615,SUP-004,MAT-013,96,66.31,6365.76,2024-09-09,2024-09-16,2024-09-17,delivered
PO-1124,SUP-008,MAT-024,195,15.66,3053.7,2024-09-09,2024-09-13,2024-09-13,delivered
PO-1006,SUP-007,MAT-021,189,27.04,5110.56,2024-09-09,2024-09-17,2024-09-18,delivered
PO-0576,SUP-004,MAT-012,44,171.38,7540.72,2024-09-09,2024-09-16,2024-09-17,delivered
PO-0936,SUP-007,MAT-020,141,22.35,3151.35,2024-09-10,2024-09-18,2024-09-19,delivered
PO-0089,SUP-001,MAT-002,67,709.55,47539.85,2024-09-10,2024-09-24,2024-09-25,delivered
PO-0508,SUP-004,MAT-011,81,115.26,9336.06,2024-09-11,2024-09-18,2024-09-18,delivered
PO-0927,SUP-007,MAT-022,112,18.9,2116.8,2024-09-11,2024-09-19,2024-09-20,delivered
PO-0091,SUP-001,MAT-004,266,43.7,11624.2,2024-09-11,2024-09-25,2024-09-25,delivered
PO-0967,SUP-007,MAT-022,105,17.53,1840.65,2024-09-12,2024-09-20,2024-09-23,delivered
PO-0895,SUP-007,MAT-022,87,17.95,1561.65,2024-09-13,2024-09-23,2024-09-23,delivered
PO-0637,SUP-004,MAT-011,56,116.39,6517.84,2024-09-16,2024-09-23,2024-09-24,delivered
PO-0148,SUP-001,MAT-004,214,47.16,10092.24,2024-09-16,2024-09-30,2024-09-30,delivered
PO-0078,SUP-001,MAT-003,32,483.04,15457.28,2024-09-16,2024-09-30,2024-09-30,delivered
PO-0428,SUP-003,MAT-009,161,28.58,4601.38,2024-09-16,2024-09-26,2024-09-26,delivered
PO-0545,SUP-004,MAT-013,60,65.56,3933.6,2024-09-16,2024-09-23,2024-09-23,delivered
PO-1192,SUP-008,MAT-023,782,6.81,5325.42,2024-09-16,2024-09-20,2024-09-23,delivered
PO-0793,SUP-005,MAT-017,1190,3.3,3927.0,2024-09-16,2024-09-23,2024-09-23,delivered
PO-0377,SUP-003,MAT-010,230,18.59,4275.7,2024-09-16,2024-09-26,2024-09-26,delivered
PO-0526,SUP-004,MAT-011,61,115.72,7058.92,2024-09-17,2024-09-24,2024-09-24,delivered
PO-0150,SUP-001,MAT-004,354,43.86,15526.44,2024-09-17,2024-10-01,2024-10-02,delivered
PO-0063,SUP-001,MAT-004,200,43.66,8732.0,2024-09-17,2024-10-01,2024-10-02,delivered
PO-0025,SUP-001,MAT-002,53,744.02,39433.06,2024-09-17,2024-10-01,2024-10-02,delivered
PO-0541,SUP-004,MAT-012,52,177.04,9206.08,2024-09-18,2024-09-25,2024-10-04,delivered
PO-0431,SUP-003,MAT-008,251,31.93,8014.43,2024-09-18,2024-09-30,2024-10-01,delivered
PO-1156,SUP-008,MAT-024,137,14.86,2035.82,2024-09-18,2024-09-23,2024-09-24,delivered
PO-1140,SUP-008,MAT-025,1334,2.08,2774.72,2024-09-19,2024-09-23,2024-09-23,delivered
PO-0384,SUP-003,MAT-010,307,17.14,5261.98,2024-09-19,2024-09-30,2024-10-01,delivered
PO-0314,SUP-002,MAT-006,107,79.6,8517.2,2024-09-19,2024-10-10,2024-10-14,delivered
PO-0491,SUP-003,MAT-009,184,28.3,5207.2,2024-09-20,2024-09-30,2024-09-30,delivered
PO-0673,SUP-005,MAT-017,918,3.08,2827.44,2024-09-20,2024-09-25,2024-09-26,delivered
PO-1020,SUP-008,MAT-024,203,15.43,3132.29,2024-09-23,2024-09-27,2024-09-30,delivered
PO-0946,SUP-007,MAT-022,108,17.58,1898.64,2024-09-23,2024-10-01,2024-10-01,delivered
PO-0502,SUP-003,MAT-008,167,30.45,5085.15,2024-09-23,2024-10-03,2024-10-14,delivered
PO-0112,SUP-001,MAT-002,51,699.75,35687.25,2024-09-23,2024-10-07,2024-10-08,delivered
PO-0453,SUP-003,MAT-009,255,29.35,7484.25,2024-09-23,2024-10-03,2024-10-04,delivered
PO-0890,SUP-007,MAT-021,160,27.08,4332.8,2024-09-23,2024-10-01,2024-10-02,delivered
PO-0547,SUP-004,MAT-012,56,182.06,10195.36,2024-09-24,2024-10-01,2024-10-01,delivered
PO-0102,SUP-001,MAT-002,41,718.45,29456.45,2024-09-25,2024-10-09,2024-10-10,delivered
PO-0169,SUP-001,MAT-003,27,492.87,13307.49,2024-09-25,2024-10-09,2024-10-10,delivered
PO-0529,SUP-004,MAT-013,52,61.97,3222.44,2024-09-26,2024-10-03,2024-10-04,delivered
PO-0900,SUP-007,MAT-021,107,27.06,2895.42,2024-09-26,2024-10-04,2024-10-07,delivered
PO-1159,SUP-008,MAT-023,751,6.41,4813.91,2024-09-26,2024-09-30,2024-09-30,delivered
PO-0073,SUP-001,MAT-003,27,483.68,13059.36,2024-09-27,2024-10-11,2024-10-14,delivered
PO-0604,SUP-004,MAT-013,73,62.37,4553.01,2024-09-27,2024-10-04,2024-10-07,delivered
PO-0713,SUP-005,MAT-016,94,7.85,737.9,2024-09-30,2024-10-07,2024-10-08,delivered
PO-1077,SUP-008,MAT-025,913,1.92,1752.96,2024-10-02,2024-10-07,2024-10-07,delivered
PO-1127,SUP-008,MAT-024,135,15.2,2052.0,2024-10-02,2024-10-07,2024-10-07,delivered
PO-0189,SUP-001,MAT-003,37,492.49,18222.13,2024-10-03,2024-10-17,2024-10-18,delivered
PO-0521,SUP-004,MAT-012,58,222.29,12892.82,2024-10-03,2024-10-10,2024-10-28,delivered
PO-0159,SUP-001,MAT-002,48,692.38,33234.24,2024-10-04,2024-10-18,2024-10-18,delivered
PO-1182,SUP-008,MAT-023,606,6.57,3981.42,2024-10-04,2024-10-08,2024-10-08,delivered
PO-0077,SUP-001,MAT-003,31,470.83,14595.73,2024-10-04,2024-10-18,2024-10-21,delivered
PO-0584,SUP-004,MAT-013,103,79.62,8200.86,2024-10-07,2024-10-14,2024-10-15,delivered
PO-0934,SUP-007,MAT-020,202,22.67,4579.34,2024-10-07,2024-10-15,2024-10-15,delivered
PO-0816,SUP-005,MAT-014,1253,4.68,5864.04,2024-10-07,2024-10-14,2024-10-15,delivered
PO-0975,SUP-007,MAT-020,219,22.42,4909.98,2024-10-07,2024-10-15,2024-10-16,delivered
PO-0469,SUP-003,MAT-008,156,33.37,5205.72,2024-10-07,2024-10-17,2024-10-17,delivered
PO-0731,SUP-005,MAT-015,702,11.85,8318.7,2024-10-07,2024-10-14,2024-10-15,delivered
PO-1117,SUP-008,MAT-023,460,6.67,3068.2,2024-10-07,2024-10-11,2024-10-11,delivered
PO-1160,SUP-008,MAT-024,169,15.05,2543.45,2024-10-07,2024-10-11,2024-10-11,delivered
PO-1001,SUP-007,MAT-020,220,22.56,4963.2,2024-10-07,2024-10-15,2024-10-16,delivered
PO-0609,SUP-004,MAT-011,60,148.42,8905.2,2024-10-08,2024-10-15,2024-10-15,delivered
PO-0944,SUP-007,MAT-022,112,17.78,1991.36,2024-10-08,2024-10-16,2024-10-16,delivered
PO-0598,SUP-004,MAT-012,51,218.54,11145.54,2024-10-08,2024-10-15,2024-10-25,delivered
PO-0510,SUP-004,MAT-011,49,139.53,6836.97,2024-10-08,2024-10-15,2024-10-25,delivered
PO-0664,SUP-004,MAT-013,69,73.06,5041.14,2024-10-08,2024-10-15,2024-10-15,delivered
PO-1007,SUP-007,MAT-020,126,21.28,2681.28,2024-10-08,2024-10-16,2024-10-16,delivered
PO-0278,SUP-002,MAT-005,128,90.91,11636.48,2024-10-08,2024-10-29,2024-10-29,delivered
PO-0300,SUP-002,MAT-005,191,95.22,18187.02,2024-10-09,2024-10-30,2024-11-11,delivered
PO-0582,SUP-004,MAT-012,62,206.07,12776.34,2024-10-09,2024-10-16,2024-10-18,delivered
PO-1087,SUP-008,MAT-024,117,14.96,1750.32,2024-10-10,2024-10-14,2024-10-15,delivered
PO-0667,SUP-004,MAT-013,59,77.75,4587.25,2024-10-10,2024-10-17,2024-11-04,delivered
PO-0779,SUP-005,MAT-014,1317,4.56,6005.52,2024-10-10,2024-10-15,2024-10-15,delivered
PO-0205,SUP-002,MAT-005,130,99.72,12963.6,2024-10-10,2024-10-31,2024-10-31,delivered
PO-0143,SUP-001,MAT-002,52,704.73,36645.96,2024-10-11,2024-10-25,2024-10-28,delivered
PO-0888,SUP-006,MAT-019,54,42.07,2271.78,2024-10-11,2024-10-29,2024-10-30,delivered
PO-1136,SUP-008,MAT-024,98,15.11,1480.78,2024-10-11,2024-10-15,2024-10-16,delivered
PO-0789,SUP-005,MAT-017,851,3.07,2612.57,2024-10-14,2024-10-21,2024-10-21,delivered
PO-0854,SUP-006,MAT-019,52,40.02,2081.04,2024-10-14,2024-11-01,2024-11-01,delivered
PO-0328,SUP-002,MAT-006,103,74.4,7663.2,2024-10-14,2024-11-04,2024-11-05,delivered
PO-0850,SUP-006,MAT-018,79,57.06,4507.74,2024-10-15,2024-11-04,2024-11-05,delivered
PO-0120,SUP-001,MAT-004,213,45.91,9778.83,2024-10-15,2024-10-29,2024-10-30,delivered
PO-0223,SUP-002,MAT-007,124,63.42,7864.08,2024-10-17,2024-11-07,2024-11-07,delivered
PO-1018,SUP-008,MAT-025,781,2.03,1585.43,2024-10-17,2024-10-21,2024-10-21,delivered
PO-1139,SUP-008,MAT-025,1017,2.06,2095.02,2024-10-18,2024-10-22,2024-10-23,delivered
PO-0217,SUP-002,MAT-007,148,67.97,10059.56,2024-10-18,2024-11-08,2024-11-08,delivered
PO-0473,SUP-003,MAT-008,124,31.25,3875.0,2024-10-21,2024-10-31,2024-11-01,delivered
PO-0339,SUP-002,MAT-005,201,91.57,18405.57,2024-10-21,2024-11-11,2024-11-12,delivered
PO-0883,SUP-006,MAT-019,62,40.04,2482.48,2024-10-21,2024-11-08,2024-11-11,delivered
PO-0454,SUP-003,MAT-008,139,33.12,4603.68,2024-10-21,2024-10-31,2024-10-31,delivered
PO-0721,SUP-005,MAT-015,430,12.49,5370.7,2024-10-21,2024-10-28,2024-10-29,delivered
PO-0232,SUP-002,MAT-007,116,66.67,7733.72,2024-10-22,2024-11-12,2024-11-12,delivered
PO-0212,SUP-002,MAT-007,140,66.67,9333.8,2024-10-22,2024-11-12,2024-11-12,delivered
PO-1069,SUP-008,MAT-023,603,6.66,4015.98,2024-10-23,2024-10-28,2024-10-29,delivered
PO-0812,SUP-005,MAT-016,151,7.98,1204.98,2024-10-28,2024-11-04,2024-11-04,delivered
PO-0321,SUP-002,MAT-007,131,64.47,8445.57,2024-10-28,2024-11-18,2024-11-19,delivered
PO-0531,SUP-004,MAT-011,79,140.43,11093.97,2024-10-28,2024-11-04,2024-11-05,delivered
PO-1161,SUP-008,MAT-023,682,6.2,4228.4,2024-10-28,2024-11-01,2024-11-01,delivered
PO-0430,SUP-003,MAT-010,233,18.11,4219.63,2024-10-28,2024-11-07,2024-11-08,delivered
PO-0401,SUP-003,MAT-008,170,32.59,5540.3,2024-10-28,2024-11-07,2024-11-18,delivered
PO-0116,SUP-001,MAT-003,39,484.27,18886.53,2024-10-29,2024-11-12,2024-11-12,delivered
PO-0367,SUP-003,MAT-008,253,31.0,7843.0,2024-10-29,2024-11-08,2024-11-08,delivered
PO-0997,SUP-007,MAT-022,107,18.08,1934.56,2024-10-29,2024-11-06,2024-11-06,delivered
PO-0571,SUP-004,MAT-012,33,212.23,7003.59,2024-10-30,2024-11-06,2024-11-08,delivered
PO-1169,SUP-008,MAT-024,187,14.73,2754.51,2024-10-31,2024-11-04,2024-11-05,delivered
PO-0851,SUP-006,MAT-019,49,40.9,2004.1,2024-11-01,2024-11-19,2024-11-25,delivered
PO-0062,SUP-001,MAT-004,232,45.35,10521.2,2024-11-01,2024-11-15,2024-11-18,delivered
PO-1013,SUP-008,MAT-025,980,2.1,2058.0,2024-11-04,2024-11-08,2024-11-08,delivered
PO-0277,SUP-002,MAT-006,75,79.22,5941.5,2024-11-04,2024-11-25,2024-11-25,delivered
PO-0532,SUP-004,MAT-012,63,217.41,13696.83,2024-11-04,2024-11-11,2024-11-12,delivered
PO-0756,SUP-005,MAT-015,439,11.58,5083.62,2024-11-04,2024-11-11,2024-11-11,delivered
PO-0465,SUP-003,MAT-008,230,30.9,7107.0,2024-11-04,2024-11-14,2024-11-15,delivered
PO-0286,SUP-002,MAT-006,101,78.69,7947.69,2024-11-04,2024-11-25,2024-11-25,delivered
PO-0129,SUP-001,MAT-002,50,739.82,36991.0,2024-11-04,2024-11-18,2024-11-18,delivered
PO-1113,SUP-008,MAT-024,109,14.51,1581.59,2024-11-04,2024-11-08,2024-11-11,delivered
PO-0477,SUP-003,MAT-009,165,27.68,4567.2,2024-11-04,2024-11-14,2024-11-18,delivered
PO-0136,SUP-001,MAT-004,261,43.49,11350.89,2024-11-04,2024-11-18,2024-11-19,delivered
PO-0023,SUP-001,MAT-003,34,484.05,16457.7,2024-11-05,2024-11-19,2024-11-19,delivered
PO-0821,SUP-006,MAT-019,32,40.16,1285.12,2024-11-05,2024-11-25,2024-11-25,delivered
PO-0263,SUP-002,MAT-006,67,76.89,5151.63,2024-11-05,2024-11-26,2024-12-03,delivered
PO-0177,SUP-001,MAT-004,269,43.13,11601.97,2024-11-06,2024-11-20,2024-11-20,delivered
PO-0007,SUP-001,MAT-003,29,460.42,13352.18,2024-11-06,2024-11-20,2024-11-21,delivered
PO-0151,SUP-001,MAT-001,40,826.05,33042.0,2024-11-06,2024-11-20,2024-11-25,delivered
PO-0858,SUP-006,MAT-018,60,54.29,3257.4,2024-11-07,2024-11-25,2024-11-25,delivered
PO-0358,SUP-002,MAT-006,102,76.45,7797.9,2024-11-07,2024-11-28,2024-11-28,delivered
PO-0688,SUP-005,MAT-014,1717,4.61,7915.37,2024-11-08,2024-11-13,2024-11-13,delivered
PO-0929,SUP-007,MAT-020,150,21.28,3192.0,2024-11-08,2024-11-18,2024-11-18,delivered
PO-0938,SUP-007,MAT-020,202,21.13,4268.26,2024-11-11,2024-11-19,2024-11-20,delivered
PO-0330,SUP-002,MAT-006,87,74.35,6468.45,2024-11-11,2024-12-02,2024-12-03,delivered
PO-0613,SUP-004,MAT-013,85,79.52,6759.2,2024-11-11,2024-11-18,2024-11-18,delivered
PO-0455,SUP-003,MAT-010,390,17.48,6817.2,2024-11-11,2024-11-21,2024-11-22,delivered
PO-0799,SUP-005,MAT-015,502,12.32,6184.64,2024-11-11,2024-11-18,2024-11-21,delivered
PO-1012,SUP-008,MAT-023,599,6.73,4031.27,2024-11-11,2024-11-15,2024-11-18,delivered
PO-0565,SUP-004,MAT-011,60,148.13,8887.8,2024-11-11,2024-11-18,2024-12-09,delivered
PO-0845,SUP-006,MAT-019,66,43.19,2850.54,2024-11-11,2024-11-29,2024-12-02,delivered
PO-1052,SUP-008,MAT-025,1398,1.92,2684.16,2024-11-12,2024-11-18,2024-11-19,delivered
PO-0344,SUP-002,MAT-006,95,77.23,7336.85,2024-11-12,2024-12-03,2024-12-04,delivered
PO-1119,SUP-008,MAT-025,1234,1.99,2455.66,2024-11-13,2024-11-18,2024-11-18,delivered
PO-0948,SUP-007,MAT-022,134,17.33,2322.22,2024-11-13,2024-11-21,2024-11-22,delivered
PO-0580,SUP-004,MAT-013,58,78.5,4553.0,2024-11-13,2024-11-20,2024-11-21,delivered
PO-0919,SUP-007,MAT-020,238,23.06,5488.28,2024-11-13,2024-11-21,2024-11-21,delivered
PO-0913,SUP-007,MAT-022,106,17.74,1880.44,2024-11-14,2024-11-22,2024-11-25,delivered
